"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added"
"Grow Home","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.07","0.54","366","0.21","2015-02-04"
"HyperRogue","0","0","5","0","0.51","0.51","0.10","0.06","40.0","0.08","0.13","50","0.26","2015-02-04"
"Ephemerid: A Musical Adventure","0","0","5","0","0.60","0.60","0.12","0.10","16.7","0.33","0.62","25","0.31","2015-02-04"
"Mystery Masters: Psycho Train Deluxe Edition","0","0","6","0","0.45","0.45","0.08","0.08","0.0","0.14","0.64","51","0.21","2015-02-04"
"Venetica","0","0","5","0","0.75","0.75","0.15","0.12","20.0","0.35","0.20","48","0.39","2015-02-03"
"Super Pixalo","0","0","5","0","1.79","1.79","0.36","N/A","0.0","1.71","4.79","14","0.94","2015-02-03"
"Ancient Planet","0","0","7","0","0.98","0.98","0.14","2.31","-1,550.0","1.09","0.11","26","0.49","2015-02-03"
"Apotheon","0","0","13","0","0.82","0.82","0.06","0.05","16.7","0.12","0.48","178","0.37","2015-02-03"
"Steam Heroes","0","0","12","0","0.54","0.54","0.04","0.03","25.0","0.12","0.14","107","0.21","2015-02-03"
"Crashed Lander","0","0","8","0","0.64","0.64","0.08","0.10","-25.0","0.11","0.05","22","0.28","2015-02-03"
"Astro Emporia","0","0","12","0","0.88","0.88","0.07","0.04","42.9","0.14","0.04","53","0.37","2015-02-03"
"Cubicity","0","0","6","0","0.50","0.50","0.08","0.06","25.0","0.24","0.23","41","0.21","2015-02-03"
"Stardust Vanguards","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.04","0.05","161","0.17","2015-02-02"
"Vulture for NetHack","0","0","5","0","0.55","0.55","0.11","0.32","-190.9","0.49","0.36","23","0.29","2015-02-02"
"Harold","0","0","6","0","2.63","2.63","0.44","0.63","-43.2","4.65","8.99","14","1.15","2015-02-02"
"Dreamscape","0","0","5","0","0.84","0.84","0.17","0.16","5.9","0.38","0.35","18","0.44","2015-02-01"
"War of the Human Tanks - ALTeR","0","0","10","0","2.38","2.38","0.24","0.37","-54.2","1.86","4.82","16","1.04","2015-02-01"
"The Tiny Tale 2","0","0","6","0","0.63","0.63","0.10","0.08","20.0","0.69","0.31","19","0.26","2015-01-31"
"SickBrick","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.04","0.04","48","0.16","2015-01-31"
"MagNets","0","0","6","0","0.42","0.42","0.07","0.05","28.6","0.06","0.07","37","0.18","2015-01-31"
"eden*","0","0","8","0","2.17","2.17","0.27","0.29","-7.4","0.16","1.00","80","0.94","2015-01-31"
"XenoRaptor","0","0","7","0","1.91","1.91","0.27","0.33","-22.2","2.54","0.46","36","0.94","2015-01-31"
"Castle","0","0","6","0","0.31","0.31","0.05","0.06","-20.0","0.06","0.08","143","0.13","2015-01-30"
"Drive to Hell","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.10","0.04","65","0.17","2015-01-30"
"Transformice","0","0","7","0","2.02","2.02","0.29","0.43","-48.3","0.46","0.22","46","1.01","2015-01-30"
"Urban Legends","0","0","5","0","0.98","0.98","0.20","0.20","0.0","0.15","1.08","12","0.52","2015-01-30"
"NekoChan Hero - Collection","0","0","5","0","0.72","0.72","0.14","0.12","14.3","0.53","0.10","22","0.37","2015-01-30"
"Particula","0","0","7","0","0.35","0.35","0.05","0.02","60.0","0.03","0.03","1243","0.17","2015-01-30"
"Windward","0","0","6","0","0.50","0.50","0.08","0.08","0.0","0.11","0.09","205","0.21","2015-01-30"
"Forward to the Sky","0","0","5","0","1.63","1.63","0.33","N/A","0.0","0.24","1.66","58","0.86","2015-01-30"
"Darkest Dungeon","0","0","9","0","0.75","0.75","0.08","0.10","-25.0","0.09","0.10","1188","0.35","2015-01-30"
"Star Ruler 2","0","0","7","0","0.44","0.44","0.06","0.07","-16.7","0.41","0.23","116","0.21","2015-01-30"
"Life Is Strange™","0","0","6","0","1.28","1.28","0.21","0.23","-9.5","0.24","0.12","1563","0.55","2015-01-30"
"Bret Airborne","0","0","6","0","0.72","0.72","0.12","0.07","41.7","0.27","0.03","31","0.31","2015-01-30"
"Humanity Asset","0","0","8","0","0.35","0.35","0.04","0.02","50.0","0.05","0.03","476","0.14","2015-01-29"
"Pix the Cat","0","0","7","0","0.36","0.36","0.05","0.04","20.0","0.06","0.16","188","0.17","2015-01-29"
"CAFE 0 ~The Drowned Mermaid~","0","0","7","0","0.62","0.62","0.09","0.10","-11.1","0.10","0.18","66","0.31","2015-01-29"
"Grim Fandango Remastered","0","0","15","0","0.73","0.73","0.05","0.07","-40.0","0.09","0.12","511","0.35","2015-01-29"
"Nightmares from the Deep 3: Davy Jones","0","0","6","0","0.37","0.37","0.06","0.06","0.0","0.05","0.05","198","0.16","2015-01-29"
"Battle Ranch","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.04","0.03","451","0.18","2015-01-29"
"Platypus","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.04","0.03","51","0.23","2015-01-28"
"Hypnosis","0","0","8","0","10.99","10.99","1.37","0.93","32.1","2.71","14.65","6","4.77","2015-01-28"
"Shadowgate: MacVenture Series","0","0","5","0","0.45","0.45","0.09","0.05","44.4","0.13","0.08","56","0.23","2015-01-28"
"Deja Vu: MacVenture Series","0","0","5","0","0.63","0.63","0.13","0.09","30.8","1.52","0.07","24","0.34","2015-01-28"
"Uninvited: MacVenture Series","0","0","5","0","0.49","0.49","0.10","0.10","0.0","0.05","0.12","33","0.26","2015-01-28"
"Deja Vu II: MacVenture Series","0","0","5","0","0.56","0.56","0.11","0.10","9.1","0.11","0.16","22","0.29","2015-01-28"
"Saints Row: Gat out of Hell","0","0","9","0","0.62","0.62","0.07","0.06","14.3","0.10","0.09","394","0.30","2015-01-28"
"Grey Goo","0","0","9","0","0.38","0.38","0.04","0.05","-25.0","0.10","0.11","350","0.17","2015-01-27"
"Super Galaxy Squadron EX Turbo","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.05","0.17","107","0.16","2015-01-27"
"Dying Light","0","0","8","0","0.79","0.79","0.10","0.08","20.0","0.09","0.15","1243","0.35","2015-01-27"
"Overture","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","307","0.16","2015-01-26"
"Destructamundo","0","0","9","0","2.39","2.39","0.27","N/A","0.0","0.95","3.65","25","1.17","2015-01-26"
"Lucius II","0","0","5","0","0.57","0.57","0.11","0.09","18.2","0.08","0.09","97","0.29","2015-01-26"
"Tulpa","0","0","8","0","0.50","0.50","0.06","0.04","33.3","0.19","0.27","82","0.21","2015-01-25"
"Raven's Cry","0","0","15","0","3.01","3.01","0.20","0.30","-50.0","4.03","3.40","29","1.39","2015-01-25"
"Legends of Eisenwald","0","0","9","0","0.36","0.36","0.04","0.05","-25.0","0.10","0.32","586","0.17","2015-01-24"
"Deadnaut","0","0","6","0","0.49","0.49","0.08","0.12","-50.0","0.19","0.19","83","0.21","2015-01-24"
"The Lady","0","0","6","0","0.33","0.33","0.05","0.03","40.0","0.07","0.05","122","0.13","2015-01-23"
"Loot Hunter","0","0","6","0","0.58","0.58","0.10","0.09","10.0","0.25","1.10","28","0.26","2015-01-23"
"Dandelion - Wishes brought to you -","0","0","10","0","2.51","2.51","0.25","0.32","-28.0","1.67","3.41","38","1.09","2015-01-23"
"PARTICLE MACE","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.03","0.08","263","0.18","2015-01-23"
"TinyKeep","0","0","5","0","0.64","0.64","0.13","0.12","7.7","0.87","0.04","48","0.34","2015-01-23"
"Phantom Breaker: Battle Grounds","0","0","5","0","0.73","0.73","0.15","0.13","13.3","0.16","0.21","155","0.39","2015-01-22"
"Project Night","0","0","7","0","0.59","0.59","0.08","0.06","25.0","0.72","0.04","37","0.28","2015-01-22"
"Nameless ~The one thing you must recall~","0","0","9","0","3.13","3.13","0.35","0.24","31.4","2.36","2.11","30","1.52","2015-01-22"
"Crypt of the NecroDancer","0","0","7","0","0.46","0.46","0.07","0.06","14.3","0.11","0.09","642","0.24","2015-01-22"
"fault - milestone one","0","0","7","0","2.05","2.05","0.29","0.31","-6.9","1.16","0.22","68","1.01","2015-01-22"
"A Wizard's Lizard","0","0","6","0","0.43","0.43","0.07","0.08","-14.3","0.11","0.06","149","0.18","2015-01-21"
"TRISTOY","0","0","8","0","0.47","0.47","0.06","0.05","16.7","0.11","0.06","87","0.21","2015-01-21"
"Supreme League of Patriots Issue 3: Ice Cold in Ellis","0","0","10","0","0.40","0.40","0.04","0.03","25.0","0.06","5.10","172","0.17","2015-01-21"
"Disillusions Manga Horror","0","0","6","0","0.60","0.60","0.10","0.14","-40.0","0.23","0.06","55","0.26","2015-01-20"
"Deity Quest","0","0","9","0","0.53","0.53","0.06","0.05","16.7","0.12","0.51","41","0.26","2015-01-20"
"Cat Goes Fishing","0","0","7","0","0.69","0.69","0.10","0.14","-40.0","0.16","0.31","73","0.35","2015-01-20"
"Combat Monsters","0","0","5","0","1.27","1.27","0.25","0.33","-32.0","3.30","2.76","8","0.65","2015-01-20"
"Supreme League of Patriots Issue 2: Patriot Frames","0","0","10","0","0.36","0.36","0.04","0.03","25.0","0.08","0.10","133","0.17","2015-01-20"
"Supreme League of Patriots Issue 1: A Patriot Is Born","0","0","10","0","0.38","0.38","0.04","0.03","25.0","0.04","0.25","145","0.17","2015-01-20"
"Resident Evil / biohazard HD REMASTER","0","0","6","0","1.00","1.00","0.17","0.24","-41.2","0.20","0.75","194","0.44","2015-01-20"
"Cubot","0","0","5","0","0.58","0.58","0.12","0.07","41.7","0.05","0.06","63","0.31","2015-01-19"
"HuniePop","0","0","8","0","2.02","2.02","0.25","0.27","-8.0","0.34","0.89","291","0.87","2015-01-19"
"Chronicles of a Dark Lord: Episode II War of The Abyss","0","0","10","0","0.36","0.36","0.04","0.02","50.0","0.04","0.06","367","0.17","2015-01-18"
"Countless Rooms of Death","0","0","5","0","1.73","1.73","0.35","0.35","0.0","4.10","0.07","9","0.91","2015-01-17"
"Anoxemia","0","0","9","0","0.38","0.38","0.04","0.03","25.0","0.11","0.21","680","0.17","2015-01-17"
"Human Extinction Simulator","0","0","5","0","0.64","0.64","0.13","0.08","38.5","0.14","0.07","38","0.34","2015-01-17"
"Soul Gambler","0","0","8","0","0.37","0.37","0.05","0.03","40.0","0.04","0.03","288","0.17","2015-01-17"
"Teddy Floppy Ear - Kayaking","0","0","5","0","0.38","0.38","0.08","0.04","50.0","0.03","0.03","190","0.21","2015-01-16"
"X-note","0","0","8","0","0.55","0.55","0.07","0.05","28.6","0.05","0.06","127","0.24","2015-01-16"
"Goscurry","0","0","6","0","1.84","1.84","0.31","4.07","-1,212.9","1.47","2.08","14","0.81","2015-01-16"
"Platypus II","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.06","0.03","372","0.16","2015-01-16"
"Nux","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","283","0.16","2015-01-16"
"Double Dragon Trilogy","0","0","11","0","1.14","1.14","0.10","0.10","0.0","0.12","5.40","34","0.52","2015-01-15"
"Tales of Aravorn: Seasons Of The Wolf","0","0","8","0","3.77","3.77","0.47","N/A","0.0","9.03","5.68","14","1.63","2015-01-15"
"Club Manager 2015","0","0","5","0","0.48","0.48","0.10","0.08","20.0","0.10","0.10","42","0.26","2015-01-15"
"War, the Game","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.09","1.29","72","0.17","2015-01-14"
"Train of Afterlife","0","0","13","0","1.51","1.51","0.12","0.18","-50.0","0.08","2.14","28","0.73","2015-01-14"
"Song of the Myrne: What Lies Beneath","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.09","0.11","52","0.23","2015-01-14"
"Ys I","0","0","6","0","0.99","0.99","0.17","0.20","-17.6","0.07","1.75","68","0.44","2015-01-13"
"Final Dusk","0","0","6","0","0.79","0.79","0.13","0.14","-7.7","0.06","0.07","49","0.34","2015-01-13"
"Disorder","0","0","8","0","1.61","1.61","0.20","N/A","0.0","7.47","0.94","24","0.70","2015-01-13"
"Ys: The Oath in Felghana","0","0","9","0","0.98","0.98","0.11","0.11","0.0","0.11","1.27","75","0.48","2015-01-13"
"Ys II","0","0","7","0","0.82","0.82","0.12","0.10","16.7","0.08","0.52","64","0.42","2015-01-13"
"Vintage Year","0","0","5","0","0.53","0.53","0.11","0.07","36.4","0.15","0.07","28","0.29","2015-01-13"
"Squirreltopia","0","0","6","0","0.49","0.49","0.08","0.03","62.5","0.20","0.05","46","0.21","2015-01-13"
"Teddy Floppy Ear - Mountain Adventure","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.04","0.03","228","0.16","2015-01-10"
"Supreme: Pizza Empire","0","0","6","0","0.76","0.76","0.13","0.41","-215.4","0.65","0.43","23","0.34","2015-01-10"
"Marvin's Mittens","0","0","6","0","0.91","0.91","0.15","0.28","-86.7","0.43","1.13","27","0.39","2015-01-10"
"Unhack","0","0","9","0","0.68","0.68","0.08","0.09","-12.5","0.26","0.11","76","0.35","2015-01-09"
"4089: Ghost Within","0","0","6","0","0.39","0.39","0.07","0.11","-57.1","0.09","0.27","56","0.18","2015-01-09"
"Blasted Fortress","0","0","9","0","1.78","1.78","0.20","0.19","5.0","0.73","3.91","11","0.87","2015-01-09"
"Sword of Asumi","0","0","5","0","0.48","0.48","0.10","0.08","20.0","0.05","0.42","211","0.26","2015-01-08"
"BattleSpace","0","0","6","0","3.40","3.40","0.57","0.77","-35.1","0.33","2.24","20","1.49","2015-01-08"
"dUpLicity ~Beyond the Lies~","0","0","8","0","0.49","0.49","0.06","0.04","33.3","1.20","0.08","68","0.21","2015-01-08"
"Chaos Heroes Online","0","0","6","0","3.40","3.40","0.57","0.40","29.8","0.93","6.32","15","1.49","2015-01-08"
"Sky Gamblers: Storm Raiders","0","0","11","0","1.66","1.66","0.15","0.27","-80.0","1.47","0.41","27","0.78","2015-01-08"
"Ostrich Island","0","0","7","0","0.72","0.72","0.10","0.12","-20.0","0.47","0.54","26","0.35","2015-01-07"
"Warhammer Quest","0","0","11","0","0.56","0.56","0.05","0.08","-60.0","0.09","0.09","177","0.26","2015-01-07"
"Battle vs Chess","0","0","12","0","0.67","0.67","0.06","0.05","16.7","0.20","0.35","163","0.31","2015-01-06"
"FATE: The Cursed King","0","0","5","0","0.40","0.40","0.08","0.06","25.0","0.34","0.04","60","0.21","2015-01-06"
"Real Horror Stories Ultimate Edition","0","0","6","0","0.60","0.60","0.10","0.12","-20.0","0.07","0.77","44","0.26","2015-01-06"
"Earth 2160","0","0","15","0","0.69","0.69","0.05","0.02","60.0","0.04","0.04","194","0.35","2015-01-06"
"Alphadia Genesis","0","0","6","0","0.50","0.50","0.08","1.67","-1,987.5","0.72","0.09","94","0.21","2015-01-05"
"WolfWars","0","0","10","0","2.24","2.24","0.22","1.77","-704.5","0.81","7.66","15","0.96","2015-01-05"
"Rock of Ages","0","0","8","0","0.51","0.51","0.06","0.04","33.3","0.11","0.06","134","0.21","2015-01-05"
"SanctuaryRPG: Black Edition","0","0","9","0","0.40","0.40","0.04","0.04","0.0","0.06","0.08","215","0.17","2015-01-04"
"Two Worlds: Epic Edition","0","0","15","0","0.51","0.51","0.03","0.02","33.3","0.03","0.05","1290","0.21","2015-01-03"
"Two Worlds II","0","0","15","0","0.57","0.57","0.04","0.04","0.0","0.09","0.09","1001","0.28","2015-01-03"
"AoF World Online","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.04","0.38","95","0.21","2015-01-03"
"Shadows of War","0","0","5","0","1.24","1.24","0.25","0.20","20.0","0.25","1.71","82","0.65","2015-01-02"
"Catmouth Island","0","0","5","0","1.12","1.12","0.22","0.14","36.4","0.78","0.04","22","0.57","2015-01-01"
"Raiden III Digital Edition","0","0","5","0","0.69","0.69","0.14","0.24","-71.4","4.70","0.15","33","0.37","2014-12-31"
"1849","0","0","5","0","0.81","0.81","0.16","N/A","0.0","0.15","0.15","64","0.42","2014-12-30"
"Retention","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.04","0.03","847","0.10","2014-12-26"
"Caribbean!","0","0","8","0","0.84","0.84","0.10","0.10","0.0","0.91","0.45","102","0.35","2014-12-25"
"Ukrainian Ninja","0","0","5","0","1.66","1.66","0.33","0.43","-30.3","0.76","0.61","18","0.86","2014-12-23"
"Geometry Dash","0","0","8","0","0.80","0.80","0.10","0.10","0.0","0.25","0.06","250","0.35","2014-12-23"
"Alchemy Mysteries: Prague Legends","0","0","6","0","0.49","0.49","0.08","0.04","50.0","0.04","0.03","163","0.21","2014-12-23"
"Sentinels of the Multiverse","0","0","10","0","0.44","0.44","0.04","0.08","-100.0","0.35","0.10","192","0.17","2014-12-22"
"Clash of Puppets","0","0","6","0","0.48","0.48","0.08","0.05","37.5","0.06","0.40","58","0.21","2014-12-22"
"Questerium: Sinister Trinity HD","0","0","5","0","0.82","0.82","0.16","0.33","-106.3","1.04","0.13","23","0.42","2014-12-21"
"Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.04","0.24","238","0.13","2014-12-20"
"AX:EL","0","0","6","0","0.28","0.28","0.05","0.03","40.0","0.03","0.03","921","0.13","2014-12-20"
"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION","0","0","9","0","0.85","0.85","0.09","0.09","0.0","0.13","0.33","122","0.39","2014-12-19"
"Outcast 1.1","0","0","13","0","0.77","0.77","0.06","0.06","0.0","0.07","1.33","81","0.37","2014-12-18"
"Spriter Pro","0","0","5","0","0.46","0.46","0.09","0.10","-11.1","0.07","0.07","132","0.23","2014-12-18"
"Tales of Maj'Eyal","0","0","8","0","0.46","0.46","0.06","0.04","33.3","0.08","0.09","192","0.21","2014-12-18"
"The Fall","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.06","0.08","184","0.21","2014-12-18"
"Death Skid Marks","0","0","12","0","0.91","0.91","0.08","0.06","25.0","0.55","0.22","41","0.42","2014-12-18"
"If My Heart Had Wings","0","0","8","0","1.93","1.93","0.24","0.29","-20.8","0.45","0.89","94","0.83","2014-12-18"
"Star Traders: 4X Empires","0","0","7","0","0.70","0.70","0.10","0.10","0.0","0.37","0.75","21","0.35","2014-12-17"
"Quantum Rush Champions","0","0","10","0","0.39","0.39","0.04","0.02","50.0","0.03","0.03","192","0.17","2014-12-17"
"Rime Berta","0","0","6","0","0.42","0.42","0.07","0.06","14.3","0.05","0.10","90","0.18","2014-12-17"
"Gear Up","0","0","5","0","0.99","0.99","0.20","0.13","35.0","0.36","0.09","83","0.52","2014-12-16"
"Last Inua","0","0","7","0","0.48","0.48","0.07","0.05","28.6","0.05","0.04","75","0.24","2014-12-16"
"NEO Scavenger","0","0","7","0","0.51","0.51","0.07","0.06","14.3","0.09","0.10","156","0.24","2014-12-16"
"LISA","0","0","15","0","1.12","1.12","0.07","0.09","-28.6","0.26","0.11","151","0.49","2014-12-16"
"BlazBlue: Continuum Shift Extend","0","0","10","0","1.22","1.22","0.12","0.18","-50.0","0.63","0.90","84","0.52","2014-12-15"
"Earth Under Siege","0","0","8","0","1.33","1.33","0.17","0.42","-147.1","1.34","3.68","12","0.59","2014-12-13"
"Rock Boshers DX: Director's Cut","0","0","9","0","3.86","3.86","0.43","N/A","0.0","9.71","29.59","14","1.87","2014-12-13"
"It's A Wipe!","0","0","7","0","1.04","1.04","0.15","0.21","-40.0","2.84","0.39","29","0.52","2014-12-13"
"Time Rifters","0","0","6","0","2.53","2.53","0.42","0.52","-23.8","0.43","2.67","40","1.10","2014-12-13"
"Sneaky Sneaky","0","0","6","0","1.18","1.18","0.20","0.16","20.0","0.74","0.62","21","0.52","2014-12-13"
"Magnifico","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.07","0.21","82","0.21","2014-12-12"
"About Love, Hate and the other ones","0","0","5","0","0.47","0.47","0.09","0.07","22.2","0.05","0.03","94","0.23","2014-12-12"
"Oblivious Garden ~Carmina Burana","0","0","6","0","2.54","2.54","0.42","0.41","2.4","0.23","3.39","52","1.10","2014-12-12"
"FINAL FANTASY XIII-2","0","0","6","0","1.32","1.32","0.22","0.34","-54.5","0.14","0.37","159","0.57","2014-12-12"
"JUJU","0","0","5","0","0.84","0.84","0.17","0.14","17.6","0.53","0.22","19","0.44","2014-12-12"
"Heroine's Quest: The Herald of Ragnarok","0","0","8","0","2.16","2.16","0.27","0.28","-3.7","0.92","1.16","11","0.94","2014-12-12"
"Brick-Force","0","0","6","0","1.99","1.99","0.33","0.36","-9.1","0.35","0.51","13","0.86","2014-12-12"
"Divine Souls","0","0","8","0","2.56","2.56","0.32","0.48","-50.0","1.02","2.58","19","1.11","2014-12-12"
"Worlds of Magic","0","0","10","0","1.08","1.08","0.11","0.19","-72.7","0.93","0.79","36","0.48","2014-12-12"
"Words for Evil","0","0","6","0","0.49","0.49","0.08","0.08","0.0","0.14","0.07","62","0.21","2014-12-11"
"The Talos Principle","0","0","5","0","0.62","0.62","0.12","0.10","16.7","0.11","0.17","492","0.31","2014-12-11"
"Voice Of Pripyat","0","0","8","0","0.84","0.84","0.11","0.35","-218.2","0.29","0.26","23","0.38","2014-12-11"
"Enola","0","0","8","0","0.38","0.38","0.05","0.05","0.0","0.99","0.05","78","0.17","2014-12-11"
"Farming Simulator 15","0","0","5","0","0.59","0.59","0.12","0.08","33.3","0.09","0.09","443","0.31","2014-12-11"
"Strife: Veteran Edition","0","0","8","0","0.42","0.42","0.05","0.07","-40.0","0.06","0.12","141","0.17","2014-12-11"
"Prelogate","0","0","9","0","2.05","2.05","0.23","0.28","-21.7","1.63","0.41","24","1.00","2014-12-10"
"Nobunaga's Ambition: Souzou with Power Up Kit","0","0","9","0","2.55","2.55","0.28","N/A","0.0","0.60","1.71","41","1.22","2014-12-10"
"POP: Methodology Experiment One","0","0","7","0","1.51","1.51","0.22","0.14","36.4","0.13","3.09","14","0.77","2014-12-10"
"Yury","0","0","6","0","0.30","0.30","0.05","0.02","60.0","0.03","0.03","234","0.13","2014-12-10"
"Angels of Fasaria: Version 2.0","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.04","0.03","110","0.18","2014-12-10"
"Corto Maltese Secrets of Venice","0","0","6","0","0.69","0.69","0.12","0.13","-8.3","1.21","0.09","20","0.31","2014-12-10"
"BasketBelle","0","0","5","0","0.50","0.50","0.10","0.07","30.0","0.12","0.08","37","0.26","2014-12-10"
"SpaceChem","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.09","0.04","458","0.13","2014-12-08"
"I, Zombie","0","0","6","0","0.60","0.60","0.10","0.08","20.0","0.19","0.03","173","0.26","2014-12-07"
"1Quest","0","0","6","0","0.69","0.69","0.11","0.10","9.1","0.14","0.06","35","0.29","2014-12-06"
"Evopollution","0","0","5","0","0.50","0.50","0.10","0.04","60.0","0.03","0.07","37","0.26","2014-12-06"
"ULTRAWORLD EXODUS","0","0","6","0","1.98","1.98","0.33","0.47","-42.4","4.42","2.28","13","0.86","2014-12-05"
"Shroud of the Avatar: Forsaken Virtues","0","0","7","0","0.53","0.53","0.08","0.74","-825.0","0.29","0.69","95","0.28","2014-12-05"
"iO","0","0","10","0","0.57","0.57","0.06","0.05","16.7","0.10","0.06","68","0.26","2014-12-05"
"1953: NATO vs Warsaw Pact","0","0","7","0","0.61","0.61","0.09","N/A","0.0","0.15","0.46","39","0.31","2014-12-04"
"Demon Hunter: Chronicles from Beyond","0","0","6","0","0.40","0.40","0.07","0.07","0.0","0.19","0.07","161","0.18","2014-12-04"
"Over The Void","0","0","9","0","0.64","0.64","0.07","0.05","28.6","0.04","0.86","50","0.30","2014-12-04"
"Soul Axiom","0","0","15","0","1.29","1.29","0.09","0.13","-44.4","0.18","3.39","42","0.63","2014-12-04"
"Lara Croft and the Temple of Osiris","0","0","6","0","0.56","0.56","0.09","0.08","11.1","0.08","0.11","168","0.23","2014-12-03"
"Rogue Stormers","0","0","7","0","0.39","0.39","0.06","0.03","50.0","0.25","0.11","127","0.21","2014-12-03"
"Quake Live","0","0","11","0","1.65","1.65","0.15","0.21","-40.0","0.40","0.25","125","0.78","2014-12-03"
"Thief Town","0","0","6","0","0.54","0.54","0.09","0.08","11.1","0.07","0.35","41","0.23","2014-12-02"
"Red Faction: Guerrilla Steam Edition","0","0","5","0","0.44","0.44","0.09","0.05","44.4","0.09","0.09","330","0.23","2014-12-02"
"Robotex","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.04","218","0.16","2014-12-02"
"Saviors","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.15","953","0.13","2014-12-02"
"Sins of a Dark Age","0","0","9","0","0.65","0.65","0.07","0.05","28.6","0.24","0.11","66","0.30","2014-12-02"
"Motorcycle Club","0","0","5","0","1.95","1.95","0.39","0.62","-59.0","1.11","25.00","16","1.02","2014-12-02"
"GhostshipAftermath","0","0","15","0","0.60","0.60","0.04","0.04","0.0","0.43","0.20","123","0.28","2014-12-01"
"Ilamentia","0","0","10","0","0.67","0.67","0.07","0.04","42.9","0.10","0.59","36","0.30","2014-12-01"
"Gems of War","0","0","9","0","1.36","1.36","0.15","0.25","-66.7","1.23","0.22","83","0.65","2014-12-01"
"Wings of Vi","0","0","5","0","1.25","1.25","0.25","0.29","-16.0","0.35","0.12","65","0.65","2014-11-28"
"The Marvellous Miss Take","0","0","6","0","0.46","0.46","0.08","0.06","25.0","0.05","0.11","94","0.21","2014-11-27"
"Spirits","0","0","6","0","0.46","0.46","0.08","0.06","25.0","0.03","0.57","113","0.21","2014-11-27"
"Mythos: The Beginning","0","0","5","0","0.45","0.45","0.09","0.06","33.3","0.07","0.04","50","0.23","2014-11-27"
"Why So Evil","0","0","8","0","0.28","0.28","0.04","0.02","50.0","0.03","0.03","2370","0.14","2014-11-27"
"Merchants of Kaidan","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.03","0.04","594","0.13","2014-11-26"
"Tiny and Big: Grandpa's Leftovers","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.03","0.05","220","0.18","2014-11-26"
"Primordia","0","0","6","0","0.52","0.52","0.09","0.08","11.1","0.07","0.16","86","0.23","2014-11-26"
"Particulars","0","0","8","0","0.37","0.37","0.05","0.03","40.0","0.13","0.04","106","0.17","2014-11-26"
"Crab Cakes Rescue","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.06","0.17","147","0.16","2014-11-26"
"Luna: Shattered Hearts: Episode 1","0","0","7","0","1.35","1.35","0.19","0.17","10.5","0.74","0.03","12","0.66","2014-11-26"
"Primal Carnage: Extinction","0","0","7","0","0.36","0.36","0.05","0.06","-20.0","0.13","0.14","205","0.17","2014-11-26"
"Warhammer 40,000: Armageddon","0","0","6","0","2.01","2.01","0.34","0.40","-17.6","0.57","5.23","52","0.89","2014-11-26"
"Lost Saga North America","0","0","8","0","2.32","2.32","0.29","0.33","-13.8","0.29","1.77","69","1.01","2014-11-26"
"Zeno Clash","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.08","0.07","217","0.14","2014-11-26"
"Magical Battle Festa","0","0","9","0","1.00","1.00","0.11","0.07","36.4","0.21","0.09","38","0.48","2014-11-22"
"Joe Dever's Lone Wolf HD Remastered","0","0","12","0","0.65","0.65","0.05","0.06","-20.0","0.10","0.09","130","0.26","2014-11-22"
"The Good Life","0","0","8","0","1.67","1.67","0.21","0.47","-123.8","11.41","0.51","20","0.73","2014-11-22"
"The Mighty Quest For Epic Loot","0","0","9","0","1.48","1.48","0.16","0.18","-12.5","0.42","0.26","38","0.70","2014-11-22"
"Psichodelya","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.11","0.04","92","0.18","2014-11-22"
